178,0.0,1,"Isham, Miss. Ann Elizabeth",female,50.0
179,0.0,2,"Hale, Mr. Reginald",male,30.0
180,0.0,3,"Leonard, Mr. Lionel",male,36.0
182,0.0,2,"Pernot, Mr. Rene",male,
183,0.0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0
184,1.0,2,"Becker, Master. Richard F",male,1.0
185,1.0,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0
186,0.0,1,"Rood, Mr. Hugh Roscoe",male,
187,1.0,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,
188,1.0,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0
189,0.0,3,"Bourke, Mr. John",male,40.0
190,0.0,3,"Turcin, Mr. Stjepan",male,36.0
191,1.0,2,"Pinsky, Mrs. (Rosa)",female,32.0
192,0.0,2,"Carbines, Mr. William",male,19.0
193,1.0,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0
194,1.0,2,"Navratil, Master. Michel M",male,3.0
195,1.0,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0
196,1.0,1,"Lurette, Miss. Elise",female,58.0
197,0.0,3,"Mernagh, Mr. Robert",male,
198,0.0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0
199,1.0,3,"Madigan, Miss. Margaret ""Maggie""",female,
200,0.0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0
201,0.0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0
203,0.0,3,"Johanson, Mr. Jakob Alfred",male,34.0
204,0.0,3,"Youseff, Mr. Gerious",male,45.5
205,1.0,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0
206,0.0,3,"Strom, Miss. Telma Matilda",female,2.0
208,1.0,3,"Albimona, Mr. Nassef Cassem",male,26.0
210,1.0,1,"Blank, Mr. Henry",male,40.0
211,0.0,3,"Ali, Mr. Ahmed",male,24.0
212,1.0,2,"Cameron, Miss. Clear Annie",female,35.0
213,0.0,3,"Perkin, Mr. John Henry",male,22.0
216,1.0,1,"Newell, Miss. Madeleine",female,31.0
217,1.0,3,"Honkanen, Miss. Eliina",female,27.0
218,0.0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0
220,0.0,2,"Harris, Mr. Walter",male,30.0
221,1.0,3,"Sunderland, Mr. Victor Francis",male,16.0
223,0.0,3,"Green, Mr. George Henry",male,51.0
224,0.0,3,"Nenkoff, Mr. Christo",male,
225,1.0,1,"Hoyt, Mr. Frederick Maxfield",male,38.0
226,0.0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0
228,0.0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5
229,0.0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0
231,1.0,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0
232,0.0,3,"Larsson, Mr. Bengt Edvin",male,29.0
233,0.0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0
234,1.0,3,"Asplund, Miss. Lillian Gertrud",female,5.0
235,0.0,2,"Leyson, Mr. Robert William Norman",male,24.0
236,0.0,3,"Harknett, Miss. Alice Phoebe",female,
238,1.0,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0
239,0.0,2,"Pengelly, Mr. Frederick William",male,19.0
240,0.0,2,"Hunt, Mr. George Henry",male,33.0
241,0.0,3,"Zabour, Miss. Thamine",female,
242,1.0,3,"Murphy, Miss. Katherine ""Kate""",female,
243,0.0,2,"Coleridge, Mr. Reginald Charles",male,29.0
245,0.0,3,"Attalah, Mr. Sleiman",male,30.0
246,0.0,1,"Minahan, Dr. William Edward",male,44.0
247,0.0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0
248,1.0,2,"Hamalainen, Mrs. William (Anna)",female,24.0
251,0.0,3,"Reed, Mr. James George",male,
254,0.0,3,"Lobb, Mr. William Arthur",male,30.0
255,0.0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0
256,1.0,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0
257,1.0,1,"Thorne, Mrs. Gertrude Maybelle",female,
258,1.0,1,"Cherry, Miss. Gladys",female,30.0
259,1.0,1,"Ward, Miss. Anna",female,35.0
260,1.0,2,"Parrish, Mrs. (Lutie Davis)",female,50.0
261,0.0,3,"Smith, Mr. Thomas",male,
263,0.0,1,"Taussig, Mr. Emil",male,52.0
264,0.0,1,"Harrison, Mr. William",male,40.0
266,0.0,2,"Reeves, Mr. David",male,36.0
269,1.0,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0
270,1.0,1,"Bissette, Miss. Amelia",female,35.0
271,0.0,1,"Cairns, Mr. Alexander",male,
272,1.0,3,"Tornquist, Mr. William Henry",male,25.0
273,1.0,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0
274,0.0,1,"Natsch, Mr. Charles H",male,37.0
275,1.0,3,"Healy, Miss. Hanora ""Nora""",female,
276,1.0,1,"Andrews, Miss. Kornelia Theodosia",female,63.0
277,0.0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0
278,0.0,2,"Parkes, Mr. Francis ""Frank""",male,
279,0.0,3,"Rice, Master. Eric",male,7.0
282,0.0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0
283,0.0,3,"de Pelsmaeker, Mr. Alfons",male,16.0
284,1.0,3,"Dorking, Mr. Edward Arthur",male,19.0
285,0.0,1,"Smith, Mr. Richard William",male,
286,0.0,3,"Stankovic, Mr. Ivan",male,33.0
287,1.0,3,"de Mulder, Mr. Theodore",male,30.0
288,0.0,3,"Naidenoff, Mr. Penko",male,22.0
289,1.0,2,"Hosono, Mr. Masabumi",male,42.0
290,1.0,3,"Connolly, Miss. Kate",female,22.0
292,1.0,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0
294,0.0,3,"Haas, Miss. Aloisia",female,24.0
295,0.0,3,"Mineff, Mr. Ivan",male,24.0
296,0.0,1,"Lewy, Mr. Ervin G",male,
297,0.0,3,"Hanna, Mr. Mansour",male,23.5
298,0.0,1,"Allison, Miss. Helen Loraine",female,2.0
299,1.0,1,"Saalfeld, Mr. Adolphe",male,
301,1.0,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,
302,1.0,3,"McCoy, Mr. Bernard",male,
303,0.0,3,"Johnson, Mr. William Cahoone Jr",male,19.0
304,1.0,2,"Keane, Miss. Nora A",female,
306,1.0,1,"Allison, Master. Hudson Trevor",male,0.92
308,1.0,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0
309,0.0,2,"Abelson, Mr. Samuel",male,30.0
310,1.0,1,"Francatelli, Miss. Laura Mabel",female,30.0
311,1.0,1,"Hays, Miss. Margaret Bechstein",female,24.0
313,0.0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0
314,0.0,3,"Hendekovic, Mr. Ignjac",male,28.0
315,0.0,2,"Hart, Mr. Benjamin",male,43.0
318,0.0,2,"Moraweck, Dr. Ernest",male,54.0
319,1.0,1,"Wick, Miss. Mary Natalie",female,31.0
320,1.0,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0
321,0.0,3,"Dennis, Mr. Samuel",male,22.0
322,0.0,3,"Danoff, Mr. Yoto",male,27.0
323,1.0,2,"Slayter, Miss. Hilda Mary",female,30.0
324,1.0,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0
325,0.0,3,"Sage, Mr. George John Jr",male,
327,0.0,3,"Nysveen, Mr. Johan Hansen",male,61.0
330,1.0,1,"Hippach, Miss. Jean Gertrude",female,16.0
332,0.0,1,"Partner, Mr. Austen",male,45.5
334,0.0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0
336,0.0,3,"Denkoff, Mr. Mitto",male,
337,0.0,1,"Pears, Mr. Thomas Clinton",male,29.0
338,1.0,1,"Burns, Miss. Elizabeth Margaret",female,41.0
339,1.0,3,"Dahl, Mr. Karl Edwart",male,45.0
340,0.0,1,"Blackwell, Mr. Stephen Weart",male,45.0
341,1.0,2,"Navratil, Master. Edmond Roger",male,2.0
342,1.0,1,"Fortune, Miss. Alice Elizabeth",female,24.0
343,0.0,2,"Collander, Mr. Erik Gustaf",male,28.0
344,0.0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0
346,1.0,2,"Brown, Miss. Amelia ""Mildred""",female,24.0
347,1.0,2,"Smith, Miss. Marion Elsie",female,40.0
348,1.0,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,
350,0.0,3,"Dimic, Mr. Jovan",male,42.0
351,0.0,3,"Odahl, Mr. Nils Martin",male,23.0
352,0.0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,
354,0.0,3,"Arnold-Franchi, Mr. Josef",male,25.0
356,0.0,3,"Vanden Steen, Mr. Leo Peter",male,28.0
357,1.0,1,"Bowerman, Miss. Elsie Edith",female,22.0
358,0.0,2,"Funk, Miss. Annie Clemmer",female,38.0
359,1.0,3,"McGovern, Miss. Mary",female,
360,1.0,3,"Mockler, Miss. Helen Mary ""Ellie""",female,
361,0.0,3,"Skoog, Mr. Wilhelm",male,40.0
362,0.0,2,"del Carlo, Mr. Sebastiano",male,29.0
363,0.0,3,"Barbara, Mrs. (Catherine David)",female,45.0
364,0.0,3,"Asim, Mr. Adola",male,35.0
366,0.0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0
367,1.0,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0
368,1.0,3,"Moussa, Mrs. (Mantoura Boulos)",female,
369,1.0,3,"Jermyn, Miss. Annie",female,
370,1.0,1,"Aubart, Mme. Leontine Pauline",female,24.0
371,1.0,1,"Harder, Mr. George Achilles",male,25.0
372,0.0,3,"Wiklund, Mr. Jakob Alfred",male,18.0
373,0.0,3,"Beavan, Mr. William Thomas",male,19.0
375,0.0,3,"Palsson, Miss. Stina Viola",female,3.0
377,1.0,3,"Landergren, Miss. Aurora Adelia",female,22.0
378,0.0,1,"Widener, Mr. Harry Elkins",male,27.0
379,0.0,3,"Betros, Mr. Tannous",male,20.0
380,0.0,3,"Gustafsson, Mr. Karl Gideon",male,19.0
381,1.0,1,"Bidois, Miss. Rosalie",female,42.0
382,1.0,3,"Nakid, Miss. Maria (""Mary"")",female,1.0
383,0.0,3,"Tikkanen, Mr. Juho",male,32.0
384,1.0,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0
385,0.0,3,"Plotcharsky, Mr. Vasil",male,
386,0.0,2,"Davies, Mr. Charles Henry",male,18.0
387,0.0,3,"Goodwin, Master. Sidney Leonard",male,1.0
388,1.0,2,"Buss, Miss. Kate",female,36.0
389,0.0,3,"Sadlier, Mr. Matthew",male,
390,1.0,2,"Lehmann, Miss. Bertha",female,17.0
391,1.0,1,"Carter, Mr. William Ernest",male,36.0
392,1.0,3,"Jansson, Mr. Carl Olof",male,21.0
393,0.0,3,"Gustafsson, Mr. Johan Birger",male,28.0
394,1.0,1,"Newell, Miss. Marjorie",female,23.0
395,1.0,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0
396,0.0,3,"Johansson, Mr. Erik",male,22.0
397,0.0,3,"Olsson, Miss. Elina",female,31.0
398,0.0,2,"McKane, Mr. Peter David",male,46.0
399,0.0,2,"Pain, Dr. Alfred",male,23.0
400,1.0,2,"Trout, Mrs. William H (Jessie L)",female,28.0
401,1.0,3,"Niskanen, Mr. Juha",male,39.0
402,0.0,3,"Adams, Mr. John",male,26.0
404,0.0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0
405,0.0,3,"Oreskovic, Miss. Marija",female,20.0
409,0.0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0
410,0.0,3,"Lefebre, Miss. Ida",female,
411,0.0,3,"Sdycoff, Mr. Todor",male,
412,0.0,3,"Hart, Mr. Henry",male,
413,1.0,1,"Minahan, Miss. Daisy E",female,33.0
414,0.0,2,"Cunningham, Mr. Alfred Fleming",male,
415,1.0,3,"Sundman, Mr. Johan Julian",male,44.0
416,0.0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,
417,1.0,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0
419,0.0,2,"Matthews, Mr. William John",male,30.0
420,0.0,3,"Van Impe, Miss. Catharina",female,10.0
421,0.0,3,"Gheorgheff, Mr. Stanio",male,
423,0.0,3,"Zimmerman, Mr. Leo",male,29.0
424,0.0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0
425,0.0,3,"Rosblom, Mr. Viktor Richard",male,18.0
426,0.0,3,"Wiseman, Mr. Phillippe",male,
427,1.0,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0
428,1.0,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0
429,0.0,3,"Flynn, Mr. James",male,
431,1.0,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0
432,1.0,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,
433,1.0,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0
434,0.0,3,"Kallio, Mr. Nikolai Erland",male,17.0
435,0.0,1,"Silvey, Mr. William Baird",male,50.0
436,1.0,1,"Carter, Miss. Lucile Polk",female,14.0
437,0.0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0
438,1.0,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0
439,0.0,1,"Fortune, Mr. Mark",male,64.0
440,0.0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0
441,1.0,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0
443,0.0,3,"Petterson, Mr. Johan Emil",male,25.0
444,1.0,2,"Reynaldo, Ms. Encarnacion",female,28.0
445,1.0,3,"Johannesen-Bratthammer, Mr. Bernt",male,
446,1.0,1,"Dodge, Master. Washington",male,4.0
447,1.0,2,"Mellinger, Miss. Madeleine Violet",female,13.0
449,1.0,3,"Baclini, Miss. Marie Catherine",female,5.0
450,1.0,1,"Peuchen, Major. Arthur Godfrey",male,52.0
451,0.0,2,"West, Mr. Edwy Arthur",male,36.0
452,0.0,3,"Hagland, Mr. Ingvald Olai Olsen",male,
453,0.0,1,"Foreman, Mr. Benjamin Laventall",male,30.0
454,1.0,1,"Goldenberg, Mr. Samuel L",male,49.0
455,0.0,3,"Peduzzi, Mr. Joseph",male,
456,1.0,3,"Jalsevac, Mr. Ivan",male,29.0
457,0.0,1,"Millet, Mr. Francis Davis",male,65.0
458,1.0,1,"Kenyon, Mrs. Frederick R (Marion)",female,
459,1.0,2,"Toomey, Miss. Ellen",female,50.0
460,0.0,3,"O'Connor, Mr. Maurice",male,
461,1.0,1,"Anderson, Mr. Harry",male,48.0
462,0.0,3,"Morley, Mr. William",male,34.0
463,0.0,1,"Gee, Mr. Arthur H",male,47.0
464,0.0,2,"Milling, Mr. Jacob Christian",male,48.0
465,0.0,3,"Maisner, Mr. Simon",male,
466,0.0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0
469,0.0,3,"Scanlan, Mr. James",male,
470,1.0,3,"Baclini, Miss. Helene Barbara",female,0.75
471,0.0,3,"Keefe, Mr. Arthur",male,
472,0.0,3,"Cacic, Mr. Luka",male,38.0
473,1.0,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0
474,1.0,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0
475,0.0,3,"Strandberg, Miss. Ida Sofia",female,22.0
477,0.0,2,"Renouf, Mr. Peter Henry",male,34.0
478,0.0,3,"Braund, Mr. Lewis Richard",male,29.0
479,0.0,3,"Karlsson, Mr. Nils August",male,22.0
480,1.0,3,"Hirvonen, Miss. Hildur E",female,2.0
481,0.0,3,"Goodwin, Master. Harold Victor",male,9.0
482,0.0,2,"Frost, Mr. Anthony Wood ""Archie""",male,
483,0.0,3,"Rouse, Mr. Richard Henry",male,50.0
484,1.0,3,"Turkula, Mrs. (Hedwig)",female,63.0
485,1.0,1,"Bishop, Mr. Dickinson H",male,25.0
486,0.0,3,"Lefebre, Miss. Jeannie",female,
487,1.0,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0
488,0.0,1,"Kent, Mr. Edward Austin",male,58.0
489,0.0,3,"Somerton, Mr. Francis William",male,30.0
490,1.0,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0
491,0.0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,
492,0.0,3,"Windelov, Mr. Einar",male,21.0
493,0.0,1,"Molson, Mr. Harry Markland",male,55.0
494,0.0,1,"Artagaveytia, Mr. Ramon",male,71.0
495,0.0,3,"Stanley, Mr. Edward Roland",male,21.0
499,0.0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0
500,0.0,3,"Svensson, Mr. Olof",male,24.0
501,0.0,3,"Calic, Mr. Petar",male,17.0
502,0.0,3,"Canavan, Miss. Mary",female,21.0
503,0.0,3,"O'Sullivan, Miss. Bridget Mary",female,
504,0.0,3,"Laitinen, Miss. Kristina Sofia",female,37.0
505,1.0,1,"Maioni, Miss. Roberta",female,16.0
506,0.0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0
507,1.0,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0
508,1.0,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,
509,0.0,3,"Olsen, Mr. Henry Margido",male,28.0
510,1.0,3,"Lang, Mr. Fang",male,26.0
511,1.0,3,"Daly, Mr. Eugene Patrick",male,29.0
512,0.0,3,"Webber, Mr. James",male,
513,1.0,1,"McGough, Mr. James Robert",male,36.0
514,1.0,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0
516,0.0,1,"Walker, Mr. William Anderson",male,47.0
517,1.0,2,"Lemore, Mrs. (Amelia Milley)",female,34.0
518,0.0,3,"Ryan, Mr. Patrick",male,
519,1.0,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0
520,0.0,3,"Pavlovic, Mr. Stefo",male,32.0
521,1.0,1,"Perreault, Miss. Anne",female,30.0
